PID,AGE,GENDER,ZIP CODE,COUNTY,PROGRAM START DATE,POSITION,JOB START DATE,JOB TERMINATION DATE,WAGE,HOURS PER WEEK,EDUCATION,Quarter and Year
PID15687,33,male,11434,Jamaica,2013/6/17,Administrative,2013/11/6,,25,40,HS Graduate,Q4-2013
PID03016,22,female,11691,Far Rockaway,2015/4/4,Administrative,2015/8/24,,10,25,HS Graduate,Q3-2015
PID14835,30,female,11208,Brooklyn,2013/3/21,Administrative,2013/8/9,2013/9/16,10.2,40,HS Graduate,Q3-2013
PID01809,46,female,11224,Brooklyn,2012/11/27,Administrative,2013/4/16,2013/5/19,21,30,College,Q2-2013
PID01444,36,male,11432,Jamaica,2012/9/3,Administrative,2013/1/21,,19,40,College,Q1-2013
PID03526,24,female,11206,Brooklyn,2014/10/16,Administrative,2015/3/5,2015/3/31,9,20,HS Graduate,Q1-2015
PID04440,35,female,11434,Jamaica,2013/3/22,Administrative,2013/8/9,,15,28,College,Q3-2013
PID14262,35,female,11206,Brooklyn,2013/10/28,Administrative,2014/3/17,,13.98,40,HS Graduate,Q1-2014
PID00501,50,female,11236,Brooklyn,2014/5/12,Administrative,2014/9/29,,20.47,30,HS Graduate,Q3-2014
PID14192,60,male,11220,Brooklyn,2014/7/24,Administrative,2014/12/11,,20,35,HS Graduate,Q4-2014
PID11403,26,male,11434,Jamaica,2012/9/12,Administrative,2013/1/29,2013/2/8,8.5,20,HS Graduate,Q1-2013
PID07641,31,female,11234,Brooklyn,2013/7/16,Administrative,2013/12/2,,21,35,HS Graduate,Q4-2013
PID11881,26,female,11208,Brooklyn,2014/11/18,Administrative,2015/4/6,,12.5,37.5,HS Graduate,Q2-2015
PID06714,31,male,11226,Brooklyn,2015/2/24,Administrative,2015/7/13,,10.1,30,HS Graduate,Q3-2015
PID10237,26,female,11220,Brooklyn,2014/5/4,Administrative,2014/9/19,,9.8,28,HS Graduate,Q3-2014
PID11397,33,female,11226,Brooklyn,2012/8/17,Administrative,2013/1/2,2013/1/23,8,26,HS Graduate,Q1-2013
PID19512,32,female,11224,Brooklyn,2013/11/28,Administrative,2014/4/14,,25,40,HS Graduate,Q2-2014
PID02200,49,female,11412,Saint Albans,2011/10/1,Administrative,2012/2/15,,20,22,College,Q1-2012
PID18532,61,male,11433,Jamaica,2012/11/15,Administrative,2013/4/1,,21.68,40,Some College,Q2-2013
PID04889,45,male,11216,Brooklyn,2010/11/5,Administrative,2011/3/22,2011/7/18,7.25,30,HS Graduate,Q1-2011
PID16546,29,male,11385,Ridgewood,2013/3/17,Administrative,2013/8/1,,7.25,40,HS Graduate,Q3-2013
PID12585,37,female,11236,Brooklyn,2013/3/28,Administrative,2013/8/12,,16,35,HS Graduate,Q3-2013
PID14251,44,female,11216,Brooklyn,2012/9/24,Administrative,2013/2/7,,15.67,35,HS Graduate,Q1-2013
PID18760,24,female,11212,Brooklyn,2013/7/1,Administrative,2013/11/14,,15.29,35,College,Q4-2013
PID03286,36,female,11212,Brooklyn,2015/2/11,Administrative,2015/6/26,,11.49,25,HS Graduate,Q2-2015
PID01099,43,male,11235,Brooklyn,2013/5/28,Administrative,2013/10/9,,15,25,College,Q4-2013
PID04499,50,male,11212,Brooklyn,2013/10/20,Administrative,2014/3/3,,15.53,40,HS Graduate,Q1-2014
PID13124,36,female,11209,Brooklyn,2014/11/2,Administrative,2015/3/16,,22.59,40,HS Graduate,Q1-2015
PID16361,30,male,11413,Springfield Gardens,2013/12/29,Administrative,2014/5/12,2014/6/2,16,40,HS Graduate,Q2-2014
PID18565,37,male,11204,Brooklyn,2011/5/22,Administrative,2011/10/3,2011/10/31,31.25,40,College,Q4-2011
PID03070,46,female,11237,Brooklyn,2013/3/18,Administrative,2013/7/29,,12,20,HS Graduate,Q3-2013
PID13967,32,female,11206,Brooklyn,2013/10/14,Administrative,2014/2/24,,16.25,40,HS Graduate,Q1-2014
PID19817,22,female,11233,Brooklyn,2015/2/11,Administrative,2015/6/24,,12.26,20,HS Graduate,Q2-2015
PID03284,57,male,11212,Brooklyn,2015/3/11,Administrative,2015/7/22,,22.17,35,HS Graduate,Q3-2015
PID13046,27,male,11221,Brooklyn,2015/3/31,Administrative,2015/8/11,,16.5,20,HS Graduate,Q3-2015
PID03057,55,female,11234,Brooklyn,2013/9/11,Administrative,2014/1/21,2014/3/19,23.71,40,Some College,Q1-2014
PID08443,37,female,11217,Brooklyn,2013/11/26,Administrative,2014/4/7,,22.59,40,HS Graduate,Q2-2014
PID00684,23,female,11212,Brooklyn,2013/11/27,Administrative,2014/4/8,,11,20,HS Graduate,Q2-2014
PID16220,32,male,11216,Brooklyn,2013/12/20,Administrative,2014/5/1,,21.99,24,College,Q2-2014
PID03291,33,female,11216,Brooklyn,2014/9/25,Administrative,2015/2/4,,10,40,HS Graduate,Q1-2015
PID00701,40,male,10016,New York,2012/8/9,Administrative,2012/12/18,2013/1/20,15,35,HS Graduate,Q4-2012
PID10231,52,female,11203,Brooklyn,2013/12/21,Administrative,2014/5/1,,14,30,HS Graduate,Q2-2014
PID02166,47,female,11201,Brooklyn,2014/5/21,Administrative,2014/9/29,,13.5,30,HS Graduate,Q3-2014
PID11399,33,male,11412,Saint Albans,2013/6/15,Administrative,2013/10/23,,7.5,20,HS Graduate,Q4-2013
PID00682,32,female,11367,Flushing,2013/10/31,Administrative,2014/3/10,,11,40,HS Graduate,Q1-2014
PID02816,29,female,10455,Bronx,2015/5/3,Administrative,2015/9/10,,20,35,HS Graduate,Q3-2015
PID18564,34,female,11238,Brooklyn,2013/9/19,Administrative,2014/1/27,2014/3/1,16.92,25,HS Graduate,Q1-2014
PID01002,40,female,11691,Far Rockaway,2012/3/5,Administrative,2012/7/12,2013/1/1,7.25,30,HS Graduate,Q3-2012
PID17877,40,female,11238,Brooklyn,2013/6/28,Administrative,2013/11/4,,23,35,HS Graduate,Q4-2013
PID18763,27,female,11212,Brooklyn,2013/7/24,Administrative,2013/11/30,,12,30,HS Graduate,Q4-2013
PID08441,26,female,11692,Arverne,2013/8/27,Administrative,2014/1/3,,8.25,25,HS Graduate,Q1-2014
PID12588,48,female,10455,Bronx,2015/3/6,Administrative,2015/7/13,,17,30,HS Graduate,Q3-2015
PID02438,47,male,10016,New York,2012/4/24,Administrative,2012/8/30,,19,40,HS Graduate,Q3-2012
PID05650,40,female,10472,Bronx,2015/4/25,Administrative,2015/8/31,,14.37,25,HS Graduate,Q3-2015
PID19212,44,male,11429,Queens Village,2011/4/2,Administrative,2011/8/8,2011/8/29,20,40,HS Graduate,Q3-2011
PID07003,30,female,11209,Brooklyn,2014/7/27,Administrative,2014/12/1,2015/2/1,20.87,35,HS Graduate,Q4-2014
PID06546,45,female,11216,Brooklyn,2013/8/11,Administrative,2013/12/16,,20,30,HS Graduate,Q4-2013
PID02403,48,male,11216,Brooklyn,2015/5/13,Administrative,2015/9/17,,26,23,College,Q3-2015
PID13953,44,female,11212,Brooklyn,2014/5/1,Administrative,2014/9/4,,12.15,30,HS Graduate,Q3-2014
PID02624,24,female,11210,Brooklyn,2014/9/17,Administrative,2015/1/21,,14,30,HS Graduate,Q1-2015
PID01100,52,male,11226,Brooklyn,2013/2/14,Administrative,2013/6/19,2013/7/3,15,40,HS Graduate,Q2-2013
PID14190,42,female,11216,Brooklyn,2014/5/20,Administrative,2014/9/22,,24.17,35,HS Graduate,Q3-2014
PID11404,26,male,11385,Ridgewood,2011/9/20,Administrative,2012/1/23,2012/2/13,7.25,24,HS Graduate,Q1-2012
PID16548,26,male,11213,Brooklyn,2014/6/17,Administrative,2014/10/20,,8,40,HS Graduate,Q4-2014
PID01250,39,male,10458,Bronx,2015/5/21,Administrative,2015/9/23,,16,25,HS Graduate,Q3-2015
PID02167,47,female,11201,Brooklyn,2014/2/26,Administrative,2014/6/30,2014/8/11,13,35,HS Graduate,Q2-2014
PID19576,38,male,11411,Cambria Heights,2014/5/16,Administrative,2014/9/17,,20,40,HS Graduate,Q3-2014
PID16402,28,female,11420,South Ozone Park,2014/6/8,Administrative,2014/10/10,,12,20,HS Graduate,Q4-2014
PID19687,30,male,11413,Springfield Gardens,2013/1/24,Administrative,2013/5/28,2013/8/29,9,20,HS Graduate,Q2-2013
PID10360,31,female,11691,Far Rockaway,2010/9/27,Administrative,2011/1/28,,12,24,10,Q1-2011
PID00059,61,male,11691,Far Rockaway,2011/6/11,Administrative,2011/10/12,,13.5,30,HS Graduate,Q4-2011
PID16706,43,male,11368,Corona,2014/1/6,Administrative,2014/5/8,,22.66,56,College,Q2-2014
PID17204,35,female,11237,Brooklyn,2014/2/28,Administrative,2014/6/30,,20,30,HS Graduate,Q2-2014
PID15156,39,male,11411,Cambria Heights,2014/6/13,Administrative,2014/10/13,,22,30,HS Graduate,Q4-2014
PID16494,29,female,10460,Bronx,2015/2/28,Administrative,2015/6/29,,9,30,HS Graduate,Q2-2015
PID03469,44,male,11357,Whitestone,2012/8/16,Administrative,2012/12/14,,15.5,40,HS Graduate,Q4-2012
PID09030,32,female,11416,Ozone Park,2014/1/6,Administrative,2014/5/6,,11,35,HS Graduate,Q2-2014
PID15565,51,female,11209,Brooklyn,2015/1/18,Administrative,2015/5/18,,12,40,HS Graduate,Q2-2015
PID19114,30,male,11212,Brooklyn,2013/1/1,Administrative,2013/5/1,2013/5/3,8.59,40,HS Graduate,Q2-2013
PID00997,26,female,10016,New York,2012/2/7,Administrative,2012/6/5,2012/6/30,7.25,40,HS Graduate,Q2-2012
PID15459,52,female,11691,Far Rockaway,2012/2/27,Administrative,2012/6/25,,8.75,32,HS Graduate,Q2-2012
PID06366,58,male,11226,Brooklyn,2012/12/5,Administrative,2013/4/3,,8.4,35,HS Graduate,Q2-2013
PID01974,27,male,11414,Howard Beach,2013/10/7,Administrative,2014/2/3,,20.673,40,Some College,Q1-2014
PID10233,49,female,11233,Brooklyn,2014/6/9,Administrative,2014/10/6,,17,35,HS Graduate,Q4-2014
PID14179,37,male,11207,Brooklyn,2013/8/13,Administrative,2013/12/9,,13.75,35,College,Q4-2013
PID15272,36,female,11208,Brooklyn,2013/3/12,Administrative,2013/7/8,2013/11/8,11,40,College,Q3-2013
PID15456,54,male,10001,New York,2012/10/10,Administrative,2013/2/4,2013/4/22,10,40,HS Graduate,Q1-2013
PID02817,46,female,11213,Brooklyn,2015/4/16,Administrative,2015/8/11,,9,20,HS Graduate,Q3-2015
PID06757,34,male,11412,Saint Albans,2015/5/15,Administrative,2015/9/9,,35,40,Post Graduate,Q3-2015
PID01029,28,female,11234,Brooklyn,2013/12/10,Administrative,2014/4/5,2014/4/5,16.45,30,HS Graduate,Q2-2014
PID10922,60,female,11214,Brooklyn,2012/5/11,Administrative,2012/9/4,,8,40,HS Graduate,Q3-2012
PID06656,40,male,11231,Brooklyn,2013/11/10,Administrative,2014/3/6,,33,40,College,Q1-2014
PID03554,30,female,11238,Brooklyn,2014/3/30,Administrative,2014/7/24,,20,35,Some College,Q3-2014
PID00480,29,male,11226,Brooklyn,2015/4/23,Administrative,2015/8/17,,9,20,HS Graduate,Q3-2015
PID14582,33,female,11434,Jamaica,2015/5/15,Administrative,2015/9/8,,17.07,40,HS Graduate,Q3-2015
PID01978,51,male,10016,New York,2012/4/30,Administrative,2012/8/23,2012/9/17,9,25,HS Graduate,Q3-2012
PID17677,49,female,11234,Brooklyn,2012/9/10,Administrative,2013/1/3,,21.42,35,HS Graduate,Q1-2013
PID03045,31,female,11238,Brooklyn,2013/5/25,Administrative,2013/9/17,,9,20,HS Graduate,Q3-2013
PID17986,45,female,11216,Brooklyn,2014/11/28,Administrative,2015/3/23,,20.32,35,HS Graduate,Q1-2015
PID19619,50,male,11691,Far Rockaway,2014/12/26,Administrative,2015/4/20,,30,40,HS Graduate,Q2-2015
PID15160,37,male,11207,Brooklyn,2013/4/7,Administrative,2013/7/31,2013/9/13,10,30,HS Graduate,Q3-2013
PID17256,47,female,11101,Long Island City,2014/1/20,Administrative,2014/5/14,,26,40,College,Q2-2014
PID00478,28,male,11221,Brooklyn,2014/10/25,Administrative,2015/2/16,,9,30,HS Graduate,Q1-2015
PID18001,44,female,11204,Brooklyn,2011/5/1,Administrative,2011/8/22,,25,40,College,Q3-2011
PID02753,41,female,11212,Brooklyn,2014/10/12,Administrative,2015/2/2,2015/3/2,8.75,40,HS Graduate,Q1-2015
PID06971,58,male,11216,Brooklyn,2012/6/21,Administrative,2012/10/12,2012/11/1,16,40,College,Q4-2012
PID00882,31,female,11412,Saint Albans,2013/10/28,Administrative,2014/2/18,,12.93,30,HS Graduate,Q1-2014
PID14187,24,female,11212,Brooklyn,2014/5/14,Administrative,2014/9/4,,13.13,40,HS Graduate,Q3-2014
PID16614,35,female,11233,Brooklyn,2014/11/30,Administrative,2015/3/23,,22,20,HS Graduate,Q1-2015
PID09668,32,female,11208,Brooklyn,2015/5/31,Administrative,2015/9/21,,13.46,40,College,Q3-2015
PID14269,28,female,10002,New York,2014/7/29,Administrative,2014/11/18,,8.5,36,HS Graduate,Q4-2014
PID16530,52,male,11234,Brooklyn,2012/5/1,Administrative,2012/8/21,2012/8/28,7.25,35,HS Graduate,Q3-2012
PID01050,49,male,11230,Brooklyn,2013/12/10,Administrative,2014/3/31,,25,20,HS Graduate,Q1-2014
PID03453,25,male,11216,Brooklyn,2014/3/19,Administrative,2014/7/8,,8,25,HS Graduate,Q3-2014
PID09235,38,male,11201,Brooklyn,2014/4/21,Administrative,2014/8/10,,8,40,HS Graduate,Q3-2014
PID16536,43,female,11203,Brooklyn,2015/4/14,Administrative,2015/8/3,,8.75,30,HS Graduate,Q3-2015
PID16267,23,female,11233,Brooklyn,2014/10/29,Administrative,2015/2/15,2015/4/22,8.75,20,HS Graduate,Q1-2015
PID03463,47,male,11213,Brooklyn,2012/9/27,Administrative,2013/1/14,,17.78,40,HS Graduate,Q1-2013
PID13079,29,female,11692,Arverne,2013/10/18,Administrative,2014/2/4,,14,30,HS Graduate,Q1-2014
PID04421,50,male,11691,Far Rockaway,2013/11/15,Administrative,2014/3/4,,20,30,HS Graduate,Q1-2014
PID08315,40,female,11213,Brooklyn,2014/7/22,Administrative,2014/11/8,2015/2/2,8,20,HS Graduate,Q4-2014
PID09276,44,female,11232,Brooklyn,2013/12/9,Administrative,2014/3/28,,34,35,College,Q1-2014
PID09635,54,male,11221,Brooklyn,2012/12/6,Administrative,2013/3/25,2013/5/8,8,20,HS Graduate,Q1-2013
PID10359,34,male,11691,Far Rockaway,2011/12/12,Administrative,2012/3/30,2012/4/8,11.54,30,HS Graduate,Q1-2012
PID16400,32,female,11691,Far Rockaway,2013/4/22,Administrative,2013/8/9,2013/9/2,12,30,HS Graduate,Q3-2013
PID14174,51,male,11208,Brooklyn,2015/5/25,Administrative,2015/9/11,,22.58,21,HS Graduate,Q3-2015
PID10355,37,male,11694,Rockaway Park,2012/11/13,Administrative,2013/3/1,,11.54,30,HS Graduate,Q1-2013
PID16545,29,male,11209,Brooklyn,2013/6/18,Administrative,2013/10/4,,7.25,35,HS Graduate,Q4-2013
PID14863,40,female,11212,Brooklyn,2013/9/24,Administrative,2014/1/10,,18.59,30,HS Graduate,Q1-2014
PID16219,32,male,11216,Brooklyn,2014/1/13,Administrative,2014/5/1,,21.99,24,College,Q2-2014
PID10005,45,male,11236,Brooklyn,2013/2/1,Administrative,2013/5/20,2015/1/1,33,20,College,Q2-2013
PID01749,42,female,11229,Brooklyn,2014/11/2,Administrative,2015/2/18,,16,40,HS Graduate,Q1-2015
PID16532,49,female,11209,Brooklyn,2015/5/9,Administrative,2015/8/25,,8.75,30,HS Graduate,Q3-2015
PID19519,55,male,11221,Brooklyn,2015/5/23,Administrative,2015/9/8,,19.3,35,HS Graduate,Q3-2015
PID03478,52,male,11208,Brooklyn,2013/3/2,Administrative,2013/6/17,2013/8/9,20,40,HS Graduate,Q2-2013
PID02182,58,male,11373,Elmhurst,2013/1/17,Administrative,2013/5/4,,11,40,HS Graduate,Q2-2013
PID10358,34,male,11691,Far Rockaway,2011/12/14,Administrative,2012/3/30,2012/4/8,11.54,30,HS Graduate,Q1-2012
PID00148,29,female,10460,Bronx,2015/7/11,Administrative,2015/10/26,,16,30,College,Q4-2015
PID10354,37,male,11694,Rockaway Park,2012/11/15,Administrative,2013/3/1,,11.54,30,HS Graduate,Q1-2013
PID04942,40,female,11225,Brooklyn,2014/1/16,Administrative,2014/5/1,2014/7/5,10,30,HS Graduate,Q2-2014
PID06788,22,male,11228,Brooklyn,2011/8/25,Administrative,2011/12/8,2012/1/2,7.25,35,HS Graduate,Q4-2011
PID03322,52,female,11413,Springfield Gardens,2014/6/2,Administrative,2014/9/15,,25,40,HS Graduate,Q3-2014
PID18103,53,female,11236,Brooklyn,2013/7/23,Administrative,2013/11/4,,20,30,HS Graduate,Q4-2013
PID00747,27,female,11691,Far Rockaway,2012/8/4,Administrative,2012/11/15,2012/11/19,11,35,HS Graduate,Q4-2012
PID03446,31,male,11692,Arverne,2013/3/13,Administrative,2013/6/24,2013/6/27,16,27,HS Graduate,Q2-2013
PID00479,38,female,11208,Brooklyn,2013/7/13,Administrative,2013/10/24,,10,20,HS Graduate,Q4-2013
PID16705,43,male,11368,Corona,2014/1/25,Administrative,2014/5/8,,22.66,56,College,Q2-2014
PID18486,54,male,11212,Brooklyn,2014/11/30,Administrative,2015/3/13,,19,40,HS Graduate,Q1-2015
PID16526,58,female,11219,Brooklyn,2014/7/9,Administrative,2014/10/20,2015/1/4,8,35,HS Graduate,Q4-2014
PID19405,53,female,11236,Brooklyn,2013/5/16,Administrative,2013/8/27,2013/10/11,22,40,HS Graduate,Q3-2013
PID14175,49,female,11226,Brooklyn,2012/7/12,Administrative,2012/10/22,,12.6,30,HS Graduate,Q4-2012
PID16528,55,male,11411,Cambria Heights,2013/3/7,Administrative,2013/6/17,,9,30,HS Graduate,Q2-2013
PID03858,34,female,11210,Brooklyn,2013/12/26,Administrative,2014/4/7,,15.87,40,HS Graduate,Q2-2014
PID14266,37,female,11208,Brooklyn,2014/2/15,Administrative,2014/5/28,,13.99,30,HS Graduate,Q2-2014
PID02988,55,female,11434,Jamaica,2015/5/30,Administrative,2015/9/9,,16.5,30,HS Graduate,Q3-2015
PID01540,46,female,11414,Howard Beach,2012/2/4,Administrative,2012/5/15,,19,30,College,Q2-2012
PID01914,19,female,10456,Bronx,2015/3/22,Administrative,2015/7/1,2015/8/14,8.75,20,HS Graduate,Q3-2015
PID19689,27,male,11216,Brooklyn,2013/9/24,Administrative,2014/1/3,,8.75,30,HS Graduate,Q1-2014
PID14178,38,female,11208,Brooklyn,2014/9/23,Administrative,2015/1/2,,15,30,Some College,Q1-2015
PID16277,60,male,11236,Brooklyn,2013/3/22,Administrative,2013/7/1,2013/8/9,15,35,Some College,Q3-2013
PID19633,54,male,11212,Brooklyn,2014/10/26,Administrative,2015/2/4,2015/2/9,25,37.5,College,Q1-2015
PID14157,31,female,11234,Brooklyn,2014/7/12,Administrative,2014/10/20,,21.5,35,HS Graduate,Q4-2014
PID05811,44,male,11233,Brooklyn,2013/12/13,Administrative,2014/3/23,2014/4/8,9,35,HS Graduate,Q1-2014
PID03079,38,female,11213,Brooklyn,2013/11/30,Administrative,2014/3/10,,20,30,HS Graduate,Q1-2014
PID06972,56,female,11208,Brooklyn,2014/3/1,Administrative,2014/6/9,,12,30,HS Graduate,Q2-2014
PID05430,35,female,11412,Saint Albans,2014/11/22,Administrative,2015/3/2,,9.5,28,HS Graduate,Q1-2015
PID09902,58,female,11432,Jamaica,2015/1/3,Administrative,2015/4/13,,50,35,Post Graduate,Q2-2015
PID08440,37,female,11434,Jamaica,2014/10/7,Administrative,2015/1/14,,9,25,HS Graduate,Q1-2015
PID03103,33,male,11692,Arverne,2011/3/24,Administrative,2011/7/1,,7.25,30,HS Graduate,Q3-2011
PID01989,48,male,11385,Ridgewood,2015/6/14,Administrative,2015/9/21,2015/9/25,17,35,HS Graduate,Q3-2015
PID17988,36,female,11212,Brooklyn,2013/11/18,Administrative,2014/2/25,,14.97,35,HS Graduate,Q1-2014
PID18761,54,female,11208,Brooklyn,2014/11/2,Administrative,2015/2/9,,15,30,HS Graduate,Q1-2015
PID00549,47,female,11692,Arverne,2015/3/15,Administrative,2015/6/22,,9,21,HS Graduate,Q2-2015
PID16541,38,female,11221,Brooklyn,2015/5/18,Administrative,2015/8/25,,8.75,30,HS Graduate,Q3-2015
PID17104,30,male,11423,Hollis,2012/12/7,Administrative,2013/3/15,,12.15,20,HS Graduate,Q1-2013
PID09878,32,female,11693,Far Rockaway,2011/12/26,Administrative,2012/4/2,,15,20,HS Graduate,Q2-2012
PID14554,56,male,10468,Bronx,2014/11/11,Administrative,2015/2/17,,21.87,40,HS Graduate,Q1-2015
PID00002,35,male,11216,Brooklyn,2012/2/23,Administrative,2012/5/30,2012/7/26,8,35,10,Q2-2012
PID10352,37,male,11216,Brooklyn,2012/8/28,Administrative,2012/12/3,,11.54,20,HS Graduate,Q4-2012
PID10357,34,male,11691,Far Rockaway,2013/5/11,Administrative,2013/8/16,,15.44,20,HS Graduate,Q3-2013
PID09855,33,female,11212,Brooklyn,2014/10/31,Administrative,2015/2/5,,8.75,30,HS Graduate,Q1-2015
PID04855,58,female,11236,Brooklyn,2013/8/10,Administrative,2013/11/14,2014/1/10,27,25,HS Graduate,Q4-2013
PID16490,31,female,11691,Far Rockaway,2015/4/27,Administrative,2015/8/1,,12,40,HS Graduate,Q3-2015
PID00683,29,female,11216,Brooklyn,2013/5/3,Administrative,2013/8/6,2013/9/4,15.5,40,HS Graduate,Q3-2013
PID09263,49,male,11219,Brooklyn,2010/11/12,Administrative,2011/2/15,,9,20,10,Q1-2011
PID04899,32,male,11219,Brooklyn,2011/5/31,Administrative,2011/9/3,2011/9/20,8,20,HS Graduate,Q3-2011
PID01913,30,female,11692,Arverne,2014/12/27,Administrative,2015/4/1,,13,29,HS Graduate,Q2-2015
PID05427,54,female,11207,Brooklyn,2015/7/10,Administrative,2015/10/13,,10,30,HS Graduate,Q4-2015
PID16269,52,female,11213,Brooklyn,2011/7/9,Administrative,2011/10/11,,34.61,35,College,Q4-2011
PID17206,48,female,11207,Brooklyn,2012/12/29,Administrative,2013/4/2,,40,12,Some College,Q2-2013
PID13714,48,female,11418,Richmond Hill,2013/1/25,Administrative,2013/4/29,,12.5,40,HS Graduate,Q2-2013
PID04527,36,female,11207,Brooklyn,2013/1/21,Administrative,2013/4/25,2013/5/10,7.25,20,HS Graduate,Q2-2013
PID13716,40,female,10458,Bronx,2015/3/6,Administrative,2015/6/8,,14,30,HS Graduate,Q2-2015
PID06957,65,male,11212,Brooklyn,2014/4/26,Administrative,2014/7/28,2014/10/28,10,40,HS Graduate,Q3-2014
PID03490,34,male,11691,Far Rockaway,2013/5/22,Administrative,2013/8/22,2013/8/23,20,20,HS Graduate,Q3-2013
PID06974,41,female,11233,Brooklyn,2015/3/20,Administrative,2015/6/20,,8.75,25,HS Graduate,Q2-2015
PID02532,30,female,11205,Brooklyn,2013/10/6,Administrative,2014/1/6,2014/1/27,15,40,HS Graduate,Q1-2014
PID01063,59,female,11420,South Ozone Park,2013/1/15,Administrative,2013/4/17,,16,30,HS Graduate,Q2-2013
PID05809,50,male,11237,Brooklyn,2014/8/24,Administrative,2014/11/24,2014/12/12,8.2,35,HS Graduate,Q4-2014
PID10351,40,female,11206,Brooklyn,2013/8/4,Administrative,2013/11/4,2014/3/24,13,25,HS Graduate,Q4-2013
PID19770,32,female,11230,Brooklyn,2014/7/20,Administrative,2014/10/20,2014/11/4,10.75,20,HS Graduate,Q4-2014
PID02596,25,female,11208,Brooklyn,2014/7/23,Administrative,2014/10/22,2014/11/20,8,32,HS Graduate,Q4-2014
PID05306,48,female,11357,Whitestone,2015/5/25,Administrative,2015/8/24,,16.5,40,HS Graduate,Q3-2015
PID11400,32,male,11692,Arverne,2012/10/25,Administrative,2013/1/23,,8,20,HS Graduate,Q1-2013
PID06752,37,female,11208,Brooklyn,2013/7/30,Administrative,2013/10/28,2014/1/7,20.66,40,HS Graduate,Q4-2013
PID00889,33,female,11207,Brooklyn,2014/12/15,Administrative,2015/3/15,,16.48,30,HS Graduate,Q1-2015
PID18343,57,male,11207,Brooklyn,2012/8/9,Administrative,2012/11/7,2013/1/31,40,40,Post Graduate,Q4-2012
PID19118,44,female,11207,Brooklyn,2014/3/25,Administrative,2014/6/23,2014/7/11,8.5,30,HS Graduate,Q2-2014
PID11401,32,male,11692,Arverne,2012/10/26,Administrative,2013/1/23,,8,20,HS Graduate,Q1-2013
PID03605,44,female,11436,Jamaica,2014/11/27,Administrative,2015/2/24,,15,40,HS Graduate,Q1-2015
PID03442,50,female,11433,Jamaica,2013/6/23,Administrative,2013/9/19,,11,30,HS Graduate,Q3-2013
PID04281,42,male,11375,Forest Hills,2013/11/5,Administrative,2014/2/1,,15,30,HS Graduate,Q1-2014
PID16505,51,female,11223,Brooklyn,2014/10/17,Administrative,2015/1/12,2015/1/16,15,35,HS Graduate,Q1-2015
PID14156,48,female,11224,Brooklyn,2012/11/4,Administrative,2013/1/30,,19.32,35,HS Graduate,Q1-2013
PID07649,34,male,11212,Brooklyn,2012/11/2,Administrative,2013/1/28,2013/4/26,8,21,HS Graduate,Q1-2013
PID17287,33,male,11231,Brooklyn,2014/6/27,Administrative,2014/9/22,,33,20,College,Q3-2014
